epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
237,3.803878047534724,1.214508248269558,71.65399997749329,91.2440000088501,0.0003732282888581916
238,3.8144533065707678,1.2190923029899596,71.67599997970581,91.16799997344971,0.0003718246923030154
239,3.80911188015337,1.2298185248541833,71.73799998725892,91.25999999176025,0.00037041866311578956
240,3.806012223116709,1.2189915001118183,71.6239999710083,91.26599999313355,0.0003690102398435144
241,3.8050817626229883,1.2420826056909562,71.71399997634887,91.1579999987793,0.00036759946109882565
242,3.7927566377930284,1.221099640893936,71.77399997566224,91.26199998077392,0.000366186365558935
243,3.800954249249311,1.1868448291301728,72.13599996826171,91.56799998062134,0.0003647709919645706
244,3.79813801358191,1.2172122237062455,71.88799997795105,91.32199996582031,0.00036335337911891455
245,3.7969210935931836,1.2121788381934167,71.67799997444153,91.12199998855591,0.00036193356588653895
246,3.7842082875101952,1.2166694226646424,71.75199996482849,91.41999998504639,0.00036051159119234095
247,3.7840872897485798,1.1934009793782234,71.73999997489929,91.5499999862671,0.00035908749402047493
248,3.7902469895483013,1.197252150695324,72.18999996871948,91.30999999908447,0.0003576613134132845
249,3.791194076790954,1.1976158233976364,72.16799999771118,91.31199998916625,0.00035623308847023116
250,3.7774855409892933,1.1818537986660003,72.15399997970582,91.4999999923706,0.00035480285834682334
251,3.78662909137195,1.2057884328341484,71.73399999267578,91.27599998214721,0.00035337066225354225
252,3.790517530943218,1.1781292366552354,72.34199997718811,91.52000000900269,0.00035193653945476744
253,3.7779939808723837,1.2247849668359756,71.71599997436523,91.43199996994018,0.00035050052926769977
254,3.7883111760376744,1.230151252553463,71.64599997741699,91.22599998382569,0.00034906267106128377
255,3.7783083579661936,1.1995381365013122,72.08399998077392,91.38800000106812,0.00034762300425512867
256,3.778669144595829,1.1936666783165932,71.85799997962951,91.28399998413086,0.0003461815683184272
257,3.772925027392127,1.1851870654213428,72.25999997848511,91.38199997192383,0.0003447384027688737
258,3.769341171310659,1.1738158043551445,72.3599999874115,91.56999996582032,0.00034329354717158055
259,3.769622368200354,1.2003053116714955,72.2639999874878,91.65399999786376,0.00034184704113799405
260,3.7849545465987267,1.1725617008709908,72.29799998329163,91.6939999923706,0.0003403989243248076
261,3.773434147500155,1.1484494127249718,72.68199999389648,91.85400000930787,0.00033894923643287535
262,3.764397872026647,1.1540370244622231,72.85599997337341,91.73799998336791,0.0003374980172061231
263,3.7583339048439615,1.1874739041042328,72.63999998641968,91.64999998458862,0.0003360453064304589
264,3.756723845879617,1.1467155728054046,72.5619999861145,91.6759999861145,0.0003345911439326826
265,3.7507527137392067,1.1746434606230258,72.27199999557494,91.53199999832154,0.00033313556957939366
266,3.7569145797922663,1.166115723719597,72.7139999786377,91.60999998275757,0.0003316786232758982
267,3.7636988716737694,1.1615403249931335,72.60199998252868,91.68199995193481,0.0003302203449651151
268,3.7488594142158638,1.165374982250929,72.43999997444153,91.5219999824524,0.000328760774626481
269,3.7427830521189613,1.1579880106270313,72.9579999848175,91.8039999987793,0.0003272999522748539
270,3.742221791017949,1.179206003239155,72.83199998077393,91.66600000778199,0.0003258379179594165
271,3.7425432055000294,1.1521538792026043,72.67599996330262,91.79399998580932,0.00032437471176257823
272,3.7514525587764083,1.1608784725260735,72.64399998794556,91.76799999069213,0.00032291037379887595
273,3.7373215017136205,1.164136756697893,72.73999996444702,91.67399998626709,0.00032144494421387483
274,3.7454970729503145,1.1366894498038291,73.01199997428894,91.85999998641968,0.000319978463183067
275,3.732120366615542,1.2047516604614257,72.56799999206542,91.6620000024414,0.00031851097091077077
276,3.7393192104650645,1.1651699034416676,72.80599999298096,91.7239999949646,0.00031704250762902813
277,3.7277685701847076,1.1538698360323907,73.04399995170593,91.76399999816894,0.00031557311359650176
278,3.716602978666433,1.1658330372321606,72.82599998176575,91.74599999465943,0.0003141028290973712
279,3.7340445224272956,1.1395590954840182,73.06399998474122,91.99999998062134,0.00031263169444022885
280,3.7287795313617638,1.1535560900831223,73.36199998947144,91.96599999206543,0.0003111597499569743
281,3.727010975566587,1.1282538483071327,73.16199998100281,91.90399999694824,0.0003096870360017094
282,3.7334462678508515,1.1295279057574272,73.25199998580932,92.0219999772644,0.00030821359294963085
283,3.715356457033796,1.1741029290163516,72.85399998092652,91.81599999572754,0.0003067394611959243
284,3.7204566423022194,1.125872459322214,73.33200000007629,92.04599997665406,0.0003052646811546566
285,3.7176995414295835,1.1309885316002368,73.18999999038697,91.96799998962402,0.00030378929325766734
286,3.7152018655905503,1.1301776944875717,73.24799997177124,92.00599997650147,0.00030231333795346124
287,3.710652302849616,1.1426713876736163,73.47999997406006,92.07399996063232,0.0003008368557060983
288,3.7139853732912926,1.1287977034533023,73.25999997840881,92.03799998291015,0.0002993598869940853
289,3.70501777662805,1.1352418103063107,73.13599996368409,92.08600002365112,0.00029788247230926556
290,3.702198964652072,1.1593179324746132,73.13599997253418,91.93799997451782,0.0002964046521557089
291,3.7134356499668892,1.1198786611950398,73.46399994476319,92.15199999526978,0.0002949264670486015
292,3.698276167185873,1.1179005258107186,73.3199999772644,92.03599997497558,0.0002934479575131346
293,3.6979433817156195,1.1633392700362206,73.2319999797821,92.18599998046875,0.000291969164083394
294,3.697344864336878,1.1042396924841404,73.761999974823,92.27199998291016,0.0002904901273012489
295,3.6799939637454124,1.112142606319189,73.75399999397278,92.333999974823,0.0002890108877152393
296,3.6883773295597977,1.1392685855185987,73.17599999053955,92.03799999389649,0.000287531485879466
297,3.6860489431275516,1.141014706391096,73.46399997962952,92.06199997741699,0.0002860519623524776
298,3.6978211581611937,1.1261139457058906,73.70399996940613,92.1900000062561,0.00028457235769615885
299,3.6816120909161545,1.1474531133139134,73.38599998199463,92.08399999221801,0.00028309271247461905
300,3.677581950285408,1.1196674375641347,73.56999998054505,92.38999999694825,0.0002816130672530792
301,3.6664695023444662,1.122761308848858,73.66399996673584,92.30199997909546,0.0002801334625967605
302,3.6686653579441173,1.128161101770401,73.77599997772217,92.1759999798584,0.00027865393906977216
303,3.6792122344746354,1.1077922753572464,73.75600000259399,92.37799997711181,0.0002771745372339988
304,3.675952426649547,1.137970489268303,73.46599999046326,92.1099999710083,0.0002756952976479893
305,3.670413930545393,1.1249352191746236,73.77799994888305,92.22799999633789,0.000274216260865844
306,3.6683302042586954,1.1253386985826492,73.7419999746704,92.22999998275756,0.00027273746743610344
307,3.6681709197814767,1.1223361188411713,74.00999999160767,92.30799998291016,0.0002712589579006367
308,3.6687712328570883,1.1140704412961007,74.00399999649048,92.39599998855591,0.0002697807727935292
309,3.6521235596049917,1.107340595755577,74.30399997772217,92.4939999812317,0.00026830295263997265
310,3.6584148525336144,1.1161187303507327,73.96199996582031,92.44199998840332,0.00026682553795515286
